100, 0.107712
100, 0.105717
100, 0.106714
100, 0.106715
100, 0.106715
100, 0.106715
100, 0.103723
100, 0.106715
100, 0.105717
100, 0.106726
1000, 0.114201
1000, 0.112699
1000, 0.112699
1000, 0.112699
1000, 0.112699
1000, 0.111701
1000, 0.111701
1000, 0.112699
1000, 0.113202
1000, 0.111701
10000, 0.185504
10000, 0.184013
10000, 0.185515
10000, 0.184507
10000, 0.184507
10000, 0.185505
10000, 0.185504
10000, 0.185504
10000, 0.185504
10000, 0.183522
100000, 0.954964
100000, 0.951457
100000, 0.957441
100000, 0.958438
100000, 0.997347
100000, 0.971416
100000, 0.961446
100000, 0.952960
100000, 0.966922
100000, 0.967918
