100, 0.101728
100, 0.097738
100, 0.099734
100, 0.098245
100, 0.099241
100, 0.097247
100, 0.100731
100, 0.098736
100, 0.100731
100, 0.099733
1000, 0.572470
1000, 0.556525
1000, 0.571482
1000, 0.575462
1000, 0.571976
1000, 0.554024
1000, 0.556019
1000, 0.560009
1000, 0.561006
1000, 0.579968
10000, 47.090744
10000, 47.742325
10000, 47.879789
10000, 47.704273
10000, 47.594826
10000, 46.633099
10000, 46.869420
10000, 47.653390
10000, 46.954701
10000, 46.682571
100000, 4624.040810
100000, 4690.429645
100000, 4594.524005
100000, 4656.419561
100000, 4607.025589
100000, 4605.217423
100000, 4592.177278
100000, 4546.724771
100000, 4605.523604
100000, 4692.293671
